Timestamp (Epoch),Temperature (°C),Humidity (%),Pressure (kPa),Illuminance (lx),Latitude,Longitude,Altitude (m),Speed (km/h),Satellites
1750472160,25.74,48.61,100.83,21.94,42.3161964,-71.3350601,74.10,2.81,5
1750472161,25.70,48.80,100.83,33.55,42.3162346,-71.3350449,74.00,4.74,5
1750472162,25.72,48.60,100.83,19.35,42.3162422,-71.3350449,73.90,5.11,4
1750472163,25.72,48.70,100.83,16.77,42.3162613,-71.3350449,73.80,5.71,4
1750472164,25.72,48.62,100.84,30.32,42.3162766,-71.3350296,73.70,5.62,4
1750472165,25.68,48.63,100.83,26.45,42.3162842,-71.3350143,73.60,5.69,4
1750472166,25.72,48.48,100.83,38.71,42.3162842,-71.3350143,73.50,4.40,4
1750472167,25.72,48.44,100.83,27.74,42.3162918,-71.3350143,73.50,4.19,4
1750472168,25.72,48.43,100.84,29.68,42.3162994,-71.3350067,73.30,4.97,5
1750472169,25.74,48.48,100.84,33.55,42.3162994,-71.3350067,73.10,4.99,5
1750472170,25.72,48.49,100.83,36.77,42.3162994,-71.3350067,72.90,4.19,5
1750472171,25.74,48.60,100.84,37.42,42.3163185,-71.3349915,72.80,5.10,5
1750472172,25.74,48.74,100.83,45.81,42.3163185,-71.3349915,72.60,4.79,5
1750472247,25.68,48.45,100.84,32.90,42.3160248,-71.3348389,69.40,1.10,5
1750472248,25.87,48.35,100.84,33.55,42.3160400,-71.3348160,68.90,2.57,5
1750472249,25.89,48.39,100.84,20.65,42.3160400,-71.3348389,68.40,2.01,5
1750472250,25.85,48.39,100.84,25.81,42.3160324,-71.3348465,67.40,0.69,5
1750472251,25.90,48.42,100.84,30.97,42.3160248,-71.3348465,66.50,0.04,5
1750472252,25.90,48.34,100.84,34.19,42.3160324,-71.3348541,66.00,1.40,5
1750472253,25.87,48.32,100.84,36.13,42.3160324,-71.3348694,66.20,1.19,5
1750472254,25.90,48.56,100.84,30.32,42.3160172,-71.3348770,65.50,2.21,5
1750472255,25.90,48.37,100.84,33.55,42.3160172,-71.3348846,65.50,0.95,5
1750472256,25.90,48.45,100.84,41.29,42.3160248,-71.3349075,66.00,1.58,5
1750472257,25.89,48.34,100.84,27.74,42.3160057,-71.3349075,64.90,1.06,5
1750472258,25.87,48.49,100.83,28.39,42.3160057,-71.3349228,64.70,1.88,5
1750472259,25.92,48.38,100.84,37.42,42.3159828,-71.3349686,67.70,2.24,5
1750472260,25.90,48.33,100.84,30.97,42.3159752,-71.3349915,70.30,1.83,5
1750472261,25.90,48.43,100.84,40.00,42.3159599,-71.3350067,71.40,1.47,5
1750472262,25.92,48.41,100.84,34.19,42.3159409,-71.3350296,72.70,2.36,5
1750472263,25.94,48.51,100.84,28.39,42.3159332,-71.3350449,75.30,2.18,5
1750472264,25.94,48.69,100.84,30.32,42.3159256,-71.3350525,77.10,1.98,5
1750472265,25.92,48.79,100.83,40.00,42.3159180,-71.3350601,76.60,2.33,4
1750472266,25.92,48.70,100.84,40.65,42.3159256,-71.3350601,75.90,2.09,4
1750472267,25.96,48.47,100.84,25.81,42.3159256,-71.3350754,76.10,2.03,4
1750472268,25.94,48.75,100.84,30.32,42.3159256,-71.3350830,75.70,1.87,4
1750472269,25.96,48.77,100.84,24.52,42.3159332,-71.3350906,76.10,1.92,4
1750472270,25.92,48.53,100.84,26.45,42.3159332,-71.3350906,76.10,1.81,4
1750472271,25.94,48.48,100.84,30.32,42.3159332,-71.3351059,75.50,2.18,4
1750472272,25.92,48.73,100.84,40.65,42.3159332,-71.3351135,75.30,2.01,4
1750472273,25.96,48.49,100.84,24.52,42.3159256,-71.3351135,75.00,2.11,4
1750472274,25.96,48.73,100.84,38.06,42.3159256,-71.3351059,76.00,1.93,4
1750472275,25.98,48.51,100.84,23.87,42.3159256,-71.3351059,76.80,1.16,4
1750472276,25.94,48.50,100.84,34.84,42.3159332,-71.3351059,76.00,1.49,5
1750472277,25.98,48.62,100.83,23.87,42.3159256,-71.3351059,76.40,2.21,5
1750472278,25.98,48.52,100.84,27.74,42.3159180,-71.3351059,77.20,2.11,5
1750472279,25.98,48.57,100.84,23.87,42.3159027,-71.3351669,77.00,3.12,6
1750472280,26.02,48.56,100.84,23.23,42.3158836,-71.3351822,77.30,2.46,6
1750472281,26.00,48.40,100.84,30.32,42.3158607,-71.3352127,77.10,2.58,6
1750472282,26.00,48.48,100.83,30.97,42.3158531,-71.3352203,77.70,2.45,5
1750472283,26.00,48.51,100.84,29.68,42.3158531,-71.3352280,77.70,2.12,5
1750472284,25.98,48.47,100.84,24.52,42.3158379,-71.3352280,77.90,2.57,5
1750472285,26.00,48.47,100.84,24.52,42.3158379,-71.3352432,77.50,2.69,5
1750472286,26.03,48.46,100.84,27.74,42.3158302,-71.3352585,76.40,3.34,4
1750472287,26.00,48.52,100.84,23.87,42.3158379,-71.3352509,76.00,2.29,4
1750472288,26.00,48.38,100.84,29.03,42.3158379,-71.3352585,76.10,1.83,4
1750472289,25.96,48.38,100.84,24.52,42.3158379,-71.3352814,76.20,1.54,4
1750472290,25.94,48.41,100.84,25.16,42.3158379,-71.3352814,75.40,1.87,5
1750472291,25.98,48.35,100.84,23.87,42.3158379,-71.3352585,75.00,1.75,5
1750472292,25.96,48.40,100.84,30.32,42.3158531,-71.3352509,74.20,1.57,5
1750472293,25.96,48.49,100.84,36.13,42.3158455,-71.3352432,74.30,2.11,5
1750472294,26.00,48.40,100.84,37.42,42.3158531,-71.3352432,73.90,1.44,4
1750472295,26.02,48.54,100.84,34.19,42.3158531,-71.3352432,74.30,0.58,4
1750472296,26.00,48.50,100.84,34.19,42.3158531,-71.3352432,74.30,0.50,4
1750472297,26.02,48.55,100.84,34.84,42.3158455,-71.3352432,73.70,1.18,4
1750472298,26.02,48.35,100.84,30.32,42.3158531,-71.3352432,73.80,0.87,4
1750472299,26.00,48.35,100.84,32.90,42.3158531,-71.3352203,72.90,1.94,4
1750472300,26.00,48.61,100.84,25.16,42.3158607,-71.3352203,72.80,1.73,5
1750472301,26.00,48.41,100.84,23.87,42.3158607,-71.3352127,72.50,1.68,5
1750472302,26.03,48.48,100.84,35.48,42.3158760,-71.3351974,72.60,0.76,5
1750472303,26.03,48.36,100.84,38.71,42.3158836,-71.3351974,72.40,0.63,4
1750472304,25.98,48.32,100.84,27.10,42.3158951,-71.3351974,73.20,0.19,4
1750472305,26.00,48.52,100.84,40.00,42.3159027,-71.3351898,73.50,0.91,4
1750472306,26.02,48.48,100.84,40.00,42.3159027,-71.3351669,74.10,1.88,5
1750472307,26.05,48.40,100.84,39.35,42.3159027,-71.3351517,74.60,3.25,5
1750472308,26.03,48.49,100.84,38.71,42.3159103,-71.3351517,74.70,1.85,5
1750472309,26.03,48.30,100.84,30.97,42.3159027,-71.3351517,74.40,1.89,5
1750472310,26.05,48.28,100.84,40.65,42.3159103,-71.3351517,74.50,0.97,5
1750472311,26.03,48.35,100.84,25.16,42.3159180,-71.3351364,75.00,1.28,5
1750472312,26.05,48.18,100.84,39.35,42.3159180,-71.3351212,75.20,1.59,4
1750472313,26.09,48.24,100.84,38.71,42.3159256,-71.3351212,75.60,1.72,4
1750472314,26.05,48.15,100.84,23.87,42.3159332,-71.3351212,76.00,2.02,4
1750472315,26.07,48.20,100.84,23.87,42.3159332,-71.3351364,76.50,2.23,5
1750472316,26.05,48.17,100.84,39.35,42.3159409,-71.3351212,76.80,1.98,5
1750472317,26.00,48.26,100.84,34.84,42.3159523,-71.3351364,76.80,2.61,5
1750472318,26.03,48.03,100.84,25.16,42.3159599,-71.3351364,77.20,3.45,5
1750472319,26.05,48.38,100.84,26.45,42.3159676,-71.3351364,77.80,2.67,4
1750472320,26.09,48.17,100.84,35.48,42.3159599,-71.3351517,77.90,2.44,4
1750472321,26.05,48.11,100.84,24.52,42.3159676,-71.3351517,78.10,2.15,4
1750472322,26.07,48.07,100.84,25.16,42.3159676,-71.3351364,78.30,1.17,4
1750472323,26.05,48.04,100.84,26.45,42.3159676,-71.3351364,78.90,1.74,4
1750472324,26.09,48.13,100.84,32.90,42.3159752,-71.3351364,79.20,1.02,5
1750472325,26.05,48.01,100.84,35.48,42.3159676,-71.3351364,79.60,0.77,5
1750472326,26.05,48.06,100.84,35.48,42.3159752,-71.3351212,79.80,1.95,5
1750472327,26.07,48.18,100.84,39.35,42.3159752,-71.3351212,79.80,2.01,5
1750472328,26.09,48.13,100.85,37.42,42.3159981,-71.3351135,80.00,2.48,5
1750472329,26.09,47.97,100.84,38.71,42.3160057,-71.3351059,79.90,3.00,5
1750472330,26.09,48.04,100.84,26.45,42.3160057,-71.3351059,79.90,2.28,5
1750472331,26.09,48.00,100.84,38.71,42.3160057,-71.3351135,80.20,1.90,6
1750472332,26.11,48.03,100.84,28.39,42.3160172,-71.3351135,80.50,1.64,6
1750472333,26.07,48.04,100.84,40.00,42.3160057,-71.3351135,80.40,1.21,6
1750472334,26.07,47.90,100.84,23.87,42.3160172,-71.3351135,80.70,1.22,6
1750472335,26.11,48.10,100.84,36.77,42.3160248,-71.3351212,81.50,1.57,5
1750472336,26.11,48.00,100.84,34.84,42.3160172,-71.3351212,81.70,0.86,5
1750472337,26.07,48.11,100.84,40.00,42.3160172,-71.3351212,81.50,0.41,5
1750472338,26.07,47.94,100.84,35.48,42.3160172,-71.3351212,82.10,0.87,5
1750472339,26.09,47.81,100.84,27.10,42.3160172,-71.3351135,82.50,1.25,5
1750472340,26.11,47.77,100.84,37.42,42.3160248,-71.3351059,82.40,0.82,5
1750472341,26.13,47.92,100.84,37.42,42.3160248,-71.3351059,82.20,0.57,5
1750472342,26.13,47.87,100.84,40.00,42.3160400,-71.3351135,82.50,1.30,5
1750472343,26.11,47.94,100.84,35.48,42.3160400,-71.3351212,82.30,1.57,5
1750472344,26.14,48.06,100.84,40.00,42.3160400,-71.3351212,82.30,1.50,5
1750472345,26.16,47.73,100.84,39.35,42.3160477,-71.3351135,81.80,1.45,5
1750472346,26.09,47.96,100.84,39.35,42.3160553,-71.3351059,81.70,1.11,5
1750472347,26.13,47.95,100.84,38.71,42.3160477,-71.3351059,81.40,0.82,5
1750472348,26.11,48.00,100.84,23.23,42.3160400,-71.3351059,81.40,0.71,5
1750472349,26.11,47.92,100.84,38.06,42.3160400,-71.3351059,81.10,0.48,4
1750472350,26.14,47.94,100.84,24.52,42.3160477,-71.3350754,81.00,1.56,4
1750472351,26.13,47.83,100.84,26.45,42.3160477,-71.3350830,80.90,0.69,4
1750472352,26.13,47.81,100.84,34.84,42.3160553,-71.3350830,80.90,0.99,5
1750472353,26.14,47.98,100.84,36.13,42.3160553,-71.3350830,80.50,0.92,5
1750472354,26.11,47.82,100.84,35.48,42.3160477,-71.3350754,79.90,0.61,6
1750472355,26.13,47.82,100.84,25.81,42.3160477,-71.3350754,79.60,0.29,6
1750472356,26.16,47.83,100.84,39.35,42.3160400,-71.3350754,79.00,0.33,6
1750472357,26.16,47.79,100.84,23.23,42.3160553,-71.3350754,78.50,0.47,6
1750472358,26.18,47.78,100.84,25.81,42.3160553,-71.3350601,78.20,0.39,5
1750472359,26.14,47.85,100.84,34.19,42.3160477,-71.3350601,77.80,0.76,5
1750472360,26.16,47.71,100.84,29.68,42.3160629,-71.3350449,78.10,1.02,5
1750472361,26.18,47.81,100.84,27.10,42.3160553,-71.3350525,77.80,0.88,5
1750472362,26.14,47.91,100.84,26.45,42.3160477,-71.3350449,77.60,0.90,5
1750472363,26.18,47.70,100.84,23.87,42.3160553,-71.3350449,78.00,0.45,5
1750472364,26.20,47.68,100.84,35.48,42.3160400,-71.3350525,77.80,0.50,5
1750472365,26.18,47.73,100.84,27.10,42.3160400,-71.3350525,77.70,0.71,5
1750472366,26.18,47.55,100.84,40.00,42.3160248,-71.3350525,78.60,0.38,5
1750472367,26.16,47.55,100.84,25.81,42.3160324,-71.3350525,78.80,0.10,5
1750472368,26.22,47.62,100.84,25.16,42.3160248,-71.3350525,78.80,0.79,5
1750472369,26.18,47.68,100.84,32.26,42.3160057,-71.3350601,78.70,1.07,4
1750472370,26.20,47.56,100.84,33.55,42.3159981,-71.3350601,78.90,0.97,4
1750472371,26.20,47.60,100.84,40.00,42.3159904,-71.3350754,79.00,0.99,4
1750472372,26.22,47.60,100.84,38.06,42.3159904,-71.3350601,79.30,1.60,4
1750472373,26.20,47.67,100.84,36.77,42.3159904,-71.3350525,79.60,2.00,4
1750472374,26.14,47.58,100.84,40.65,42.3159981,-71.3350525,79.90,1.26,4
1750472375,26.18,47.67,100.84,35.48,42.3160057,-71.3350449,80.30,1.69,4
1750472376,26.18,47.62,100.84,29.68,42.3160057,-71.3350296,80.60,2.13,4
1750472377,26.20,47.40,100.84,27.10,42.3160057,-71.3350296,80.70,1.73,4
1750472379,26.14,47.53,100.84,23.23,42.3160172,-71.3350296,78.90,1.81,3
1750472380,26.20,47.64,100.84,27.74,42.3160172,-71.3350449,79.00,0.67,3
1750472381,26.18,47.53,100.84,27.74,42.3160400,-71.3349686,79.00,5.08,3
1750472382,26.16,47.35,100.84,31.61,42.3160477,-71.3349533,79.10,4.53,3
1750472383,26.18,47.48,100.84,23.23,42.3160896,-71.3349686,78.90,3.29,4
1750472384,26.18,47.41,100.84,40.00,42.3160744,-71.3349533,79.10,3.43,4
1750472385,26.18,47.49,100.84,36.13,42.3160896,-71.3349380,79.30,4.94,4
1750472386,26.20,47.37,100.84,25.16,42.3160896,-71.3349533,79.40,3.14,4
1750472387,26.18,47.26,100.84,31.61,42.3160896,-71.3349533,79.50,2.29,4
1750472388,26.22,47.21,100.84,20.65,42.3161049,-71.3349686,79.60,2.14,4
1750472389,26.22,47.34,100.84,32.90,42.3161125,-71.3349533,80.00,2.47,5
1750472390,26.18,47.47,100.84,25.81,42.3161201,-71.3349762,80.40,1.79,4
1750472391,26.22,47.29,100.84,25.81,42.3161278,-71.3349915,80.60,2.40,3
1750472392,26.24,47.54,100.84,37.42,42.3161392,-71.3350143,80.80,2.59,4
1750472393,26.20,47.39,100.84,30.32,42.3161545,-71.3349838,80.90,2.90,4
1750472394,26.16,47.12,100.84,35.48,42.3161621,-71.3349686,81.10,3.53,4
1750472395,26.14,47.33,100.84,40.65,42.3161469,-71.3349762,81.20,2.19,4
1750472396,26.18,47.26,100.84,40.00,42.3161392,-71.3349533,81.50,2.54,5
1750472397,26.16,47.48,100.84,34.19,42.3161201,-71.3349533,81.70,2.13,5
1750472398,26.18,47.36,100.84,24.52,42.3161049,-71.3349762,81.90,1.21,5
1750472399,26.22,47.24,100.84,29.03,42.3161049,-71.3349762,82.00,0.76,5
1750472400,26.18,47.21,100.84,34.19,42.3161049,-71.3349762,82.00,0.86,5
1750472401,26.20,47.33,100.84,31.61,42.3160973,-71.3349762,82.00,0.51,5
1750472402,26.18,47.27,100.84,27.10,42.3160973,-71.3349762,82.00,1.04,5
1750472403,26.16,47.41,100.84,30.97,42.3161049,-71.3349762,82.00,0.64,5
1750472404,26.16,47.36,100.84,36.77,42.3161049,-71.3349762,82.00,0.85,3
1750472405,26.22,47.39,100.84,23.87,42.3160973,-71.3349762,82.00,0.57,4
1750472406,26.22,47.23,100.84,24.52,42.3161049,-71.3349762,81.90,1.05,4
1750472407,26.22,47.45,100.84,35.48,42.3161278,-71.3349762,81.00,1.95,5
1750472408,26.22,47.31,100.84,29.03,42.3161278,-71.3349915,80.90,1.13,5
1750472409,26.18,47.28,100.84,21.29,42.3161125,-71.3349762,80.80,1.59,5
1750472410,26.16,47.29,100.84,38.06,42.3161201,-71.3349762,80.40,1.70,5
1750472411,26.18,47.36,100.84,38.71,42.3161125,-71.3349686,80.20,1.71,3
1750472412,26.20,47.29,100.84,24.52,42.3161125,-71.3349533,80.10,1.74,3
1750472413,26.22,47.36,100.84,25.81,42.3161125,-71.3349686,80.10,0.85,3
1750472414,26.22,47.49,100.84,24.52,42.3161278,-71.3349457,80.00,1.28,3
1750472415,26.22,47.39,100.84,24.52,42.3161278,-71.3349380,79.80,1.02,3
1750472429,26.22,47.21,100.84,14.84,42.3162346,-71.3351212,77.20,2.61,4
1750472430,26.20,47.08,100.84,14.19,42.3162270,-71.3351135,76.00,0.70,4
1750472437,26.20,47.29,100.84,13.55,42.3163185,-71.3350906,75.10,2.97,3
1750472438,26.16,47.22,100.84,14.19,42.3163071,-71.3351898,74.40,3.36,4
1750472439,26.20,47.36,100.84,13.55,42.3163490,-71.3352127,73.80,5.59,4
1750472440,26.20,47.23,100.84,12.26,42.3164062,-71.3352432,73.40,8.27,4
1750472442,26.20,47.24,100.84,14.19,42.3164558,-71.3352509,73.10,8.11,3
1750472443,26.22,47.38,100.84,17.42,42.3164635,-71.3352509,72.90,7.13,3
1750472444,26.20,47.30,100.84,21.94,42.3164558,-71.3352585,72.70,6.51,3
1750472445,26.24,47.38,100.84,16.77,42.3164558,-71.3352432,72.40,4.72,3
1750472446,26.18,47.20,100.84,18.06,42.3163338,-71.3353195,71.20,2.86,4
1750472447,26.20,47.28,100.84,25.16,42.3162270,-71.3353958,70.10,3.07,4
1750472448,26.24,47.39,100.84,23.23,42.3161469,-71.3354568,69.20,4.35,4
1750472449,26.25,47.31,100.84,33.55,42.3160896,-71.3355026,68.60,4.73,4
1750472450,26.25,47.42,100.84,23.23,42.3160477,-71.3355560,68.30,5.60,4
1750472451,26.20,47.41,100.84,25.16,42.3160057,-71.3355942,67.90,6.15,4
1750472452,26.24,47.42,100.84,23.23,42.3159752,-71.3356247,67.50,6.07,4
1750472453,26.20,47.54,100.84,32.26,42.3160324,-71.3354568,65.70,4.75,5
1750472454,26.24,47.54,100.84,28.39,42.3159904,-71.3354874,65.30,5.93,4
1750472455,26.25,47.36,100.84,40.00,42.3159676,-71.3355026,65.00,6.04,4
1750472456,26.24,47.46,100.84,25.81,42.3159332,-71.3355331,64.80,6.70,4
1750472457,26.29,47.52,100.84,27.10,42.3159332,-71.3354721,64.40,5.93,5
1750472458,26.27,47.54,100.84,34.84,42.3159676,-71.3353653,63.10,5.27,6
1750472459,26.27,47.58,100.84,30.97,42.3159904,-71.3352966,62.30,4.53,5
1750472460,26.27,47.53,100.84,23.87,42.3159904,-71.3353195,62.00,3.11,4
1750472461,26.25,47.63,100.84,40.00,42.3159599,-71.3353271,61.70,4.39,4
1750472462,26.25,47.58,100.84,38.71,42.3159599,-71.3353271,61.50,4.10,5
1750472463,26.29,47.58,100.84,24.52,42.3159676,-71.3353195,61.30,2.94,5
1750472464,26.25,47.39,100.84,41.29,42.3159752,-71.3352966,61.20,2.19,5
1750472465,26.27,47.61,100.84,27.74,42.3159904,-71.3352890,61.20,1.64,5
1750472466,26.27,47.45,100.84,40.00,42.3159904,-71.3352814,61.50,3.19,6
1750472467,26.31,47.54,100.84,34.19,42.3160057,-71.3352814,61.80,3.76,6
1750472474,26.31,47.53,100.84,26.45,42.3159981,-71.3352509,61.70,1.05,5
1750472475,26.25,47.61,100.84,23.87,42.3159981,-71.3352585,61.70,1.15,5
1750472476,26.29,47.63,100.85,21.94,42.3159828,-71.3352585,61.70,2.38,6
1750472477,26.29,47.48,100.84,36.13,42.3159752,-71.3352509,61.70,3.25,6
1750472478,26.29,47.36,100.84,34.84,42.3159752,-71.3352509,61.70,2.68,6
1750472479,26.29,47.44,100.84,28.39,42.3159828,-71.3352280,61.70,2.74,5
1750472480,26.31,47.40,100.84,36.77,42.3159904,-71.3352280,61.80,1.46,5
1750472481,26.31,47.61,100.84,27.10,42.3159981,-71.3352203,61.80,1.58,5
1750472482,26.29,47.47,100.84,35.48,42.3160057,-71.3352127,61.80,1.43,5
1750472483,26.33,47.47,100.84,25.16,42.3160057,-71.3352280,61.80,0.73,5
1750472484,26.27,47.60,100.84,30.97,42.3160057,-71.3352127,61.80,1.45,5
1750472485,26.31,47.62,100.84,27.74,42.3160057,-71.3351974,61.80,2.06,4
1750472486,26.29,47.44,100.84,6.45,42.3160057,-71.3352127,61.80,1.75,3
1750472487,26.31,47.62,100.85,3.87,42.3160057,-71.3352127,61.70,0.68,3
1750472573,26.33,46.94,100.85,39.35,42.3160629,-71.3351669,75.30,9.81,4
1750472574,26.71,46.83,100.84,34.84,42.3160744,-71.3351517,74.40,9.59,4
1750472575,26.73,46.82,100.84,43.23,42.3160896,-71.3351669,78.40,4.86,4
1750472576,26.71,46.86,100.84,45.16,42.3160820,-71.3351593,79.40,2.99,3
1750472577,26.73,46.61,100.85,44.52,42.3160820,-71.3351517,79.00,1.25,3
1750472578,26.75,46.72,100.84,44.52,42.3160629,-71.3351135,79.10,5.65,3
1750472579,26.79,46.66,100.85,42.58,42.3160744,-71.3351135,78.80,4.42,3
1750472580,26.75,46.74,100.84,23.87,42.3160744,-71.3350906,78.90,2.74,3
1750472581,26.79,46.47,100.85,20.65,42.3160973,-71.3351059,78.90,1.69,3
1750472582,26.75,46.71,100.84,23.87,42.3161049,-71.3351059,78.70,1.56,3
1750472584,26.81,46.56,100.84,35.48,42.3161125,-71.3351135,78.80,3.20,3
1750472585,26.77,46.70,100.84,25.81,42.3161125,-71.3351212,79.00,3.82,3
1750472600,26.79,46.35,100.84,43.87,42.3160973,-71.3351135,77.20,5.28,4
1750472601,26.86,46.39,100.84,43.23,42.3160896,-71.3351059,76.60,4.96,4
1750472602,26.90,46.41,100.84,12.90,42.3160744,-71.3351059,75.90,5.95,3
1750472603,26.92,46.48,100.84,18.71,42.3161049,-71.3351059,74.90,1.05,3
1750472604,26.88,46.71,100.84,18.71,42.3161049,-71.3351135,74.40,1.10,3
